,Date,ProductID,Product,Low_Stock_Priority,Demand_Priority,Profitability_Priority,Low_Stock_Risk,cp,price_market,a,pred_s3,OrderQuantity,Inventory,Temperature,Rainfall,CPI,MCPI,Female,Age,Income
366,2024-01-14,3,Beef,9,7.0,8.0,0.5833333333333333,7.625348084218085,24.6069339846066,6.473522671245751,6.471762571195728,15,36,44.06,154.3,100.7,100.7,0.56,44.08,49946.15059999999
545,2024-01-14,4,Cauliflower,9,8.0,7.0,0.6049382716049383,9.354924338692824,5.772050913736573,5.391258066513779,5.401487723046528,64,162,44.06,154.3,100.7,100.7,0.56,44.08,49946.15059999999
187,2024-01-14,2,Banana,9,9.0,9.0,1.0,3.464532926212067,21.813786012882854,3.369163334820035,3.3721313684055256,0,123,44.06,154.3,100.7,100.7,0.56,44.08,49946.15059999999
8,2024-01-14,1,Avocado,9,10.0,10.0,1.0,1.7935622964128843,-2.395629963913133,0.5544528797349677,0.5587292886437142,0,-39,44.06,154.3,100.7,100.7,0.56,44.08,49946.15059999999
725,2024-01-15,5,Egg,1,6.0,6.0,-0.381578947368421,10.873276949258583,39.14874135922423,15.692833575693982,15.719476376479847,420,304,42.95,0.0,100.7,100.7,0.56,44.08,49946.15059999999
367,2024-01-15,3,Beef,1,8.0,8.0,-0.2837837837837837,7.174518758799652,28.29062846539682,6.864959658708051,6.891413501959541,570,444,42.95,0.0,100.7,100.7,0.56,44.08,49946.15059999999
188,2024-01-15,2,Banana,1,10.0,10.0,-0.3715083798882681,1.7439773370599865,3.680962419948327,1.1859014706654631,1.2123442257449537,491,358,42.95,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1262,2024-01-15,8,Tomato,2,2.0,3.0,-0.1329690346083789,16.520265809877536,46.55924411372502,32.30892005465067,32.33774941010621,622,549,42.95,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1083,2024-01-15,7,Shrimp,3,4.0,4.0,-0.0809716599190284,15.751018306282766,34.27761241328332,23.49188692030573,23.52356582327003,534,494,42.95,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1620,2024-01-15,10,Zucchini,8,1.0,1.0,0.1780167264038231,23.141929417351584,68.10581760583611,57.66384798152827,57.703966615050476,688,837,42.95,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1441,2024-01-15,9,Yogurt,8,3.0,2.0,0.2566489361702128,16.87318467376366,32.79882843068447,30.41434876145394,30.445033408348372,559,752,42.95,0.0,100.7,100.7,0.56,44.08,49946.15059999999
904,2024-01-15,6,Milk,8,5.0,5.0,0.2941176470588235,13.558102440265984,30.286205041877828,17.689732737981572,17.72432640088106,468,663,42.95,0.0,100.7,100.7,0.56,44.08,49946.15059999999
546,2024-01-15,4,Cauliflower,8,7.0,7.0,0.141812865497076,8.103640778964843,39.22324755444399,11.555115583733368,11.580405074604418,587,684,42.95,0.0,100.7,100.7,0.56,44.08,49946.15059999999
9,2024-01-15,1,Avocado,8,9.0,9.0,0.3171140939597315,2.821197003876745,20.43014595406736,1.7726367593496757,1.8026988840424112,407,596,42.95,0.0,100.7,100.7,0.56,44.08,49946.15059999999
368,2024-01-16,3,Beef,2,7.0,8.0,-0.1683168316831682,4.98928336547118,6.825069023837735,3.017028382209127,3.0221784586391607,590,505,49.73,26.71,100.7,100.7,0.56,44.08,49946.15059999999
726,2024-01-16,5,Egg,3,6.0,5.0,-0.0626566416040099,10.385457992999454,26.56476256946299,12.330402657857586,12.332212003344498,424,399,49.73,26.71,100.7,100.7,0.56,44.08,49946.15059999999
1263,2024-01-16,8,Tomato,4,3.0,3.0,-0.0358056265984654,15.860287003487633,37.43349864519519,28.15811207986029,28.161423295289218,405,391,49.73,26.71,100.7,100.7,0.56,44.08,49946.15059999999
1621,2024-01-16,10,Zucchini,7,1.0,1.0,0.1248322147651006,22.62039303439912,42.12967262737314,44.18171236707781,44.18495916959451,652,745,49.73,26.71,100.7,100.7,0.56,44.08,49946.15059999999
1442,2024-01-16,9,Yogurt,7,2.0,2.0,0.1283643892339544,20.029475389659552,35.584543246842856,34.536055330765,34.53624648071744,421,483,49.73,26.71,100.7,100.7,0.56,44.08,49946.15059999999
1084,2024-01-16,7,Shrimp,8,4.0,4.0,0.1848249027237354,14.50454156122425,38.11124446093653,23.988597673176876,23.992257270780094,419,514,49.73,26.71,100.7,100.7,0.56,44.08,49946.15059999999
905,2024-01-16,6,Milk,8,5.0,6.0,0.2019950124688279,8.980676787863402,43.42622010510353,18.91275512324121,18.917572183693785,320,401,49.73,26.71,100.7,100.7,0.56,44.08,49946.15059999999
547,2024-01-16,4,Cauliflower,8,8.0,7.0,0.2556591211717709,6.24167874232985,-1.150560151878075,2.763042485548438,2.7679297623847545,559,751,49.73,26.71,100.7,100.7,0.56,44.08,49946.15059999999
189,2024-01-16,2,Banana,8,9.0,9.0,0.2116279069767441,4.560883410632592,11.639285724525866,2.572588273571218,2.5768470897680915,339,430,49.73,26.71,100.7,100.7,0.56,44.08,49946.15059999999
10,2024-01-16,1,Avocado,9,10.0,10.0,0.3831967213114754,2.288087142321756,-7.928569097234487,0.3288632783625641,0.3336634375789882,301,488,49.73,26.71,100.7,100.7,0.56,44.08,49946.15059999999
727,2024-01-17,5,Egg,2,6.0,6.0,-0.1216457960644006,11.392877346782878,22.836560217042734,11.945468474765264,11.900779091260723,627,559,46.49,0.0,100.7,100.7,0.56,44.08,49946.15059999999
190,2024-01-17,2,Banana,2,8.0,10.0,-0.1725239616613418,2.013752778140838,10.963213559211969,2.038961658662507,1.9946197792654532,734,626,46.49,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1085,2024-01-17,7,Shrimp,3,4.0,3.0,-0.0532319391634981,18.57120236305613,24.2163890918322,22.015467583393708,21.977399476543606,831,789,46.49,0.0,100.7,100.7,0.56,44.08,49946.15059999999
906,2024-01-17,6,Milk,4,5.0,5.0,-0.0214168039538715,11.44521721651378,22.600641470347405,14.187212518125632,14.14124084518001,620,607,46.49,0.0,100.7,100.7,0.56,44.08,49946.15059999999
369,2024-01-17,3,Beef,5,9.0,9.0,0.0329670329670329,4.368416916012057,0.9865270696068952,1.9983938823577931,1.9619245111311165,880,910,46.49,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1622,2024-01-17,10,Zucchini,6,1.0,2.0,0.0402355250245338,20.182873666382296,44.15229063582532,42.7989087314081,42.75653780058006,978,1019,46.49,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1443,2024-01-17,9,Yogurt,6,2.0,1.0,0.0788863109048724,20.88060728203525,47.54715536693784,40.728656216066895,40.68535350933537,794,862,46.49,0.0,100.7,100.7,0.56,44.08,49946.15059999999
11,2024-01-17,1,Avocado,6,10.0,8.0,0.0637583892617449,4.908547013925951,7.670508693491829,1.4142698831803286,1.381045912976061,558,596,46.49,0.0,100.7,100.7,0.56,44.08,49946.15059999999
548,2024-01-17,4,Cauliflower,7,7.0,7.0,0.1278846153846153,7.537796784814007,34.0536543872442,10.365739338487584,10.320474151831293,907,1040,46.49,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1264,2024-01-17,8,Tomato,8,3.0,4.0,0.1925078043704474,16.50022781376625,39.61523341761047,29.58616536517033,29.54761808542675,776,961,46.49,0.0,100.7,100.7,0.56,44.08,49946.15059999999
12,2024-01-18,1,Avocado,2,10.0,10.0,-0.1138088012139606,3.522075450293987,4.607171817725044,1.1331385304765982,1.085702653796705,734,659,43.51,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1623,2024-01-18,10,Zucchini,3,1.0,1.0,-0.096,20.020515633918823,32.916792081323166,37.02948406914135,36.97244039093093,1233,1125,43.51,0.0,100.7,100.7,0.56,44.08,49946.15059999999
728,2024-01-18,5,Egg,3,6.0,6.0,-0.0810457516339868,10.676450947370231,29.42846113746739,13.24591315261291,13.192427097589114,827,765,43.51,0.0,100.7,100.7,0.56,44.08,49946.15059999999
370,2024-01-18,3,Beef,3,8.0,8.0,-0.0731707317073171,4.984964796685286,25.304382674156045,5.84171923468994,5.795241422330111,968,902,43.51,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1265,2024-01-18,8,Tomato,4,3.0,4.0,-0.0198329853862213,13.956173351146145,44.04314343328991,29.33276844879383,29.270615761808443,977,958,43.51,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1444,2024-01-18,9,Yogurt,5,2.0,2.0,0.0365965233302836,19.98064562131189,26.75920447919633,30.57479546938,30.520374240250547,1053,1093,43.51,0.0,100.7,100.7,0.56,44.08,49946.15059999999
549,2024-01-18,4,Cauliflower,5,7.0,9.0,0.0036264732547597,4.722385385755644,36.180542690002255,9.675635086863656,9.61415308960241,1099,1103,43.51,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1086,2024-01-18,7,Shrimp,6,4.0,3.0,0.0531622364802932,14.75185485153496,45.61600170035261,26.84247138575883,26.79276035040255,1033,1091,43.51,0.0,100.7,100.7,0.56,44.08,49946.15059999999
907,2024-01-18,6,Milk,6,5.0,5.0,0.076662908680947,13.937488786222293,43.15137665720973,21.85847866345724,21.820450292686377,819,887,43.51,0.0,100.7,100.7,0.56,44.08,49946.15059999999
191,2024-01-18,2,Banana,6,9.0,7.0,0.0548780487804878,5.683262528147273,19.424681192203938,3.629693019410796,3.5816789337106405,930,984,43.51,0.0,100.7,100.7,0.56,44.08,49946.15059999999
1445,2024-01-19,9,Yogurt,1,2.0,2.0,-0.5777777777777777,21.252862981984517,39.21291487003131,37.22820382879687,37.26905722671202,355,225,45.35,52.33,100.7,100.7,0.56,44.08,49946.15059999999
